,x,y,confidence
reye,746.9638,413.8981,0.93316
leye,760.62787,413.78433,0.8703889
rear,725.4065,415.86978,0.9199468
lear,0.0,0.0,0.0
lbigtoe,746.9667,617.6016,0.8702651
lsmalltoe,746.952,611.757,0.77728903
lheel,701.8611,603.9205,0.8533793
rbigtoe,684.228,635.29944,0.9060618
rsmalltoe,670.53046,637.18274,0.8171728
rheel,660.70776,619.6839,0.7361025
nose,760.5972,417.87662,0.9009374
neck,717.5601,451.12134,0.80218136
rshoulder,690.09094,451.12213,0.74741447
relbow,639.20746,509.8395,0.8104458
rwrist,647.0099,574.594,0.78358823
lshoulder,744.93585,451.10687,0.7877713
lelbow,760.6957,494.26,0.76118416
lwrist,770.45233,543.1944,0.8165902
midhip,678.30176,507.91403,0.75163984
rhip,652.8771,507.9046,0.6762675
rknee,666.69946,529.49084,0.76198596
rankle,664.6392,617.5459,0.8560532
lhip,697.9923,507.92606,0.7622759
lknee,756.7023,509.80273,0.80960095
lankle,713.6944,599.92706,0.86624146
reye,748.8709,413.87357,0.9128637
leye,760.7446,413.782,0.8638308
rear,727.26056,415.85522,0.92432356
lear,0.0,0.0,0.0
lbigtoe,746.94727,617.59106,0.8866118
lsmalltoe,746.95447,611.72894,0.79307806
lheel,701.8852,603.91547,0.8577292
rbigtoe,684.23065,635.29785,0.90615404
rsmalltoe,670.53613,637.18335,0.8114527
rheel,660.7338,621.51044,0.7371756
nose,760.7279,419.7399,0.88359445
neck,719.49896,451.14108,0.7994077
rshoulder,692.05756,451.13113,0.73915195
relbow,639.2184,509.93057,0.7932475
rwrist,647.0398,576.45996,0.7767588
lshoulder,744.94867,453.0282,0.7957592
lelbow,760.6759,498.10547,0.75353014
lwrist,768.4934,543.20886,0.80432993
midhip,672.4872,505.88574,0.69512576
rhip,648.9894,505.88742,0.6410768
rknee,666.70825,531.42804,0.75236773
rankle,664.6226,617.5522,0.8512371
lhip,696.03577,505.903,0.69960666
lknee,756.6448,511.8269,0.78420883
lankle,713.6823,599.91895,0.8663354
reye,752.8101,413.8815,0.90308833
leye,762.673,413.79224,0.8375511
rear,727.28394,415.8568,0.92815137
lear,0.0,0.0,0.0
lbigtoe,746.9309,617.58966,0.8990909
lsmalltoe,746.94617,611.7187,0.7989527
lheel,701.8719,603.89905,0.85959053
rbigtoe,684.2521,635.3007,0.90184945
rsmalltoe,670.5575,637.19037,0.8084196
rheel,660.70544,621.5252,0.7299304
nose,762.63934,419.73676,0.86865294
neck,721.4649,451.1423,0.8102397
rshoulder,693.9696,449.17386,0.7615161
relbow,639.1916,509.912,0.78908473
rwrist,648.89435,580.38385,0.73206365
lshoulder,745.0188,455.0353,0.809448
lelbow,760.70294,502.05945,0.7666969
lwrist,768.5057,545.1629,0.7866225
midhip,672.4591,503.94803,0.6813488
rhip,648.9487,503.9876,0.6363154
rknee,668.5622,529.47345,0.737841
rankle,664.5894,617.56586,0.8436632
lhip,696.0241,502.04037,0.68206584
lknee,752.8104,519.63385,0.79014605
lankle,713.68066,598.0608,0.8709955
reye,754.796,413.88635,0.92297965
leye,766.5192,413.78632,0.8033902
rear,727.3464,415.86188,0.93421966
lear,0.0,0.0,0.0
lbigtoe,746.9172,617.5871,0.90655017
lsmalltoe,746.91656,609.8298,0.80573344
lheel,701.8751,603.8746,0.86066467
rbigtoe,684.315,635.30493,0.8904911
rsmalltoe,672.49713,637.20526,0.8075166
rheel,658.751,621.55597,0.72587365
nose,762.6623,419.72565,0.867986
neck,723.394,449.22446,0.8290791
rshoulder,694.01117,449.11896,0.7762863
relbow,639.22644,509.8996,0.79697293
rwrist,648.8781,576.4938,0.7617644
lshoulder,746.89764,453.06192,0.77806693
lelbow,760.6439,496.23206,0.7825907
lwrist,768.4395,541.28217,0.79963726
midhip,668.53564,500.0684,0.6929098
rhip,645.02637,498.1069,0.6497933
rknee,668.6003,527.4788,0.7683457
rankle,664.59436,617.5429,0.8508252
lhip,695.92163,502.0301,0.67016894
lknee,752.7676,515.75775,0.7940478
lankle,713.7006,598.00836,0.8600996
reye,756.66406,413.86844,0.9318236
leye,768.4767,413.7802,0.8162283
rear,727.3981,415.81772,0.9400248
lear,0.0,0.0,0.0
lbigtoe,746.90106,617.59375,0.89333946
lsmalltoe,746.90784,609.82214,0.8015611
lheel,701.8954,602.02045,0.83620524
rbigtoe,686.184,635.32776,0.88252753
rsmalltoe,674.41547,637.2318,0.8104766
rheel,656.82263,621.5346,0.73167866
nose,764.5434,419.72556,0.86296546
neck,723.4355,451.0877,0.8317239
rshoulder,694.02423,447.28677,0.7792311
relbow,639.19806,509.9002,0.78618884
rwrist,648.8735,574.5812,0.7682093
lshoulder,746.9568,455.02057,0.76718557
lelbow,760.70624,504.02826,0.76719004
lwrist,766.5381,543.2194,0.7931899
midhip,668.5849,498.15204,0.68971
rhip,647.00964,498.10788,0.64583176
rknee,668.5238,531.4206,0.76647186
rankle,664.6012,617.5677,0.8566345
lhip,695.9219,500.0932,0.66757953
lknee,750.87006,517.7132,0.79735804
lankle,713.7131,598.02246,0.85996896
reye,756.7107,413.8512,0.9402296
leye,770.42334,413.78,0.8259146
rear,729.24286,415.78635,0.9424092
lear,0.0,0.0,0.0
lbigtoe,746.9035,617.5913,0.89709514
lsmalltoe,746.9119,609.8164,0.804654
lheel,703.81476,603.8375,0.8273828
rbigtoe,684.30597,635.3268,0.8829325
rsmalltoe,672.48627,637.2298,0.8149047
rheel,656.83203,621.5474,0.7402956
nose,764.5748,417.841,0.8706244
neck,723.4142,451.0964,0.8249804
rshoulder,693.9666,449.1092,0.75921154
relbow,641.1639,507.98407,0.774001
rwrist,648.8912,572.64087,0.75528497
lshoulder,746.94714,455.0227,0.7759041
lelbow,760.6557,505.89566,0.77844036
lwrist,764.5829,541.19366,0.8425467
midhip,666.5618,496.14743,0.70373785
rhip,639.2119,494.21796,0.6701745
rknee,666.60913,535.329,0.7368652
rankle,664.6153,617.5991,0.85207635
lhip,692.0936,498.10812,0.6479456
lknee,750.85,513.8023,0.80302966
lankle,713.71246,598.0065,0.86035895
reye,756.7451,413.81467,0.93827534
leye,770.449,411.94467,0.81101227
rear,729.28033,413.9546,0.94212806
lear,0.0,0.0,0.0
lbigtoe,746.92694,617.58887,0.89485097
lsmalltoe,746.9358,609.8009,0.8035595
lheel,703.7968,603.8298,0.8386406
rbigtoe,684.3151,635.3424,0.8829606
rsmalltoe,672.49084,637.25586,0.8134184
rheel,658.74335,621.54663,0.7248205
nose,764.607,415.95074,0.88966537
neck,725.29865,447.26285,0.85734594
rshoulder,695.8929,447.14197,0.79072857
relbow,641.1428,507.81995,0.7510294
rwrist,648.87164,572.5453,0.78151417
lshoulder,746.89246,449.19815,0.7927461
lelbow,758.747,500.09763,0.7681278
lwrist,764.5596,539.3093,0.848317
midhip,666.6725,494.20874,0.71218437
rhip,643.08057,494.17792,0.66466767
rknee,664.64325,541.267,0.6617347
rankle,664.6365,617.6228,0.85640717
lhip,694.0618,494.2718,0.67913306
lknee,748.9001,513.81036,0.7944535
lankle,713.70966,598.0183,0.85751796
reye,758.5841,413.75528,0.9339197
leye,772.32886,411.852,0.8044715
rear,729.35754,413.89484,0.9276508
lear,0.0,0.0,0.0
lbigtoe,746.9218,617.5829,0.893823
lsmalltoe,746.9277,609.77606,0.8019266
lheel,703.78925,603.85675,0.82521766
rbigtoe,684.30334,635.3331,0.88687485
rsmalltoe,672.4781,637.2512,0.81736004
rheel,660.6905,621.5338,0.73807484
nose,766.4905,415.85553,0.8998724
neck,723.3738,447.1232,0.84907913
rshoulder,695.91345,445.15164,0.7844692
relbow,641.17224,498.14117,0.7098138
rwrist,648.9133,570.6385,0.7516746
lshoulder,744.9377,449.12317,0.8168207
lelbow,758.7616,500.05115,0.756068
lwrist,764.5413,539.2557,0.8276546
midhip,666.5969,494.21313,0.7459598
rhip,641.1626,494.13943,0.70284253
rknee,664.66174,539.2898,0.68833214
rankle,664.62897,617.6282,0.8584716
lhip,692.0949,494.26923,0.6889426
lknee,748.86334,511.88705,0.81314623
lankle,713.66956,598.0201,0.8691965
reye,758.581,409.98465,0.90258807
leye,772.3579,407.99142,0.7897812
rear,729.35834,413.78598,0.9112463
lear,0.0,0.0,0.0
lbigtoe,745.07904,617.5881,0.9027318
lsmalltoe,746.89764,609.79034,0.8045266
lheel,701.8672,603.8763,0.8356784
rbigtoe,684.30756,637.18427,0.8861893
rsmalltoe,672.4694,637.29144,0.807944
rheel,660.6945,621.545,0.7528974
nose,766.50446,413.8694,0.9048995
neck,725.3379,443.27798,0.85189
rshoulder,695.90955,441.323,0.76742303
relbow,646.9336,494.22128,0.8004305
rwrist,648.8631,558.82947,0.79381454
lshoulder,748.8655,443.2819,0.77739483
lelbow,758.6272,490.3055,0.7974945
lwrist,768.4499,537.3151,0.8055166
midhip,668.59326,490.27515,0.6993837
rhip,646.9982,492.1455,0.69301116
rknee,664.63257,539.2299,0.7418159
rankle,664.6301,617.6175,0.8705222
lhip,695.97955,490.25427,0.6455776
lknee,748.8917,511.8939,0.81088555
lankle,713.64795,598.01245,0.8793037
reye,758.6095,404.0833,0.8963671
leye,772.36536,402.1495,0.8129273
rear,729.3952,409.91446,0.867954
lear,0.0,0.0,0.0
lbigtoe,745.0804,617.58887,0.8980867
lsmalltoe,745.0767,609.77454,0.80315673
lheel,701.88153,603.8744,0.8520316
rbigtoe,686.16534,637.2034,0.8926866
rsmalltoe,672.463,637.29785,0.81638724
rheel,660.72076,621.5145,0.78139013
nose,764.5873,411.9391,0.87704414
neck,725.4022,439.3384,0.83659697
rshoulder,695.97815,433.51135,0.77389073
relbow,645.00024,488.33875,0.7197814
rwrist,647.03156,554.8629,0.8211156
lshoulder,752.7789,443.24863,0.7907596
lelbow,758.7163,494.17905,0.76947683
lwrist,766.5499,535.3543,0.7961042
midhip,664.65515,484.39752,0.7040266
rhip,641.1151,482.48822,0.68129677
rknee,664.63654,525.607,0.82996863
rankle,664.6374,617.5537,0.86477625
lhip,690.0914,484.38235,0.6251731
lknee,746.9715,511.86758,0.83147526
lankle,713.6784,597.99194,0.8725835
reye,758.59326,402.09,0.92044663
leye,772.3252,400.22562,0.8491722
rear,729.3928,404.08966,0.86104655
lear,0.0,0.0,0.0
lbigtoe,746.9455,617.5948,0.8895768
lsmalltoe,746.9405,609.78613,0.79819864
lheel,703.8143,603.86804,0.8618592
rbigtoe,686.17035,637.20447,0.8825583
rsmalltoe,672.4709,637.29126,0.81270266
rheel,660.7302,619.6772,0.7886223
nose,766.5037,404.11606,0.8478467
neck,725.3974,433.4344,0.88531125
rshoulder,693.99646,431.46283,0.79605126
relbow,641.1295,486.39444,0.7105542
rwrist,648.90765,551.00757,0.7519779
lshoulder,754.75165,435.41843,0.76967245
lelbow,758.64026,480.4613,0.71788865
lwrist,764.54816,525.47723,0.81736404
midhip,666.5982,480.5331,0.71054536
rhip,643.06635,480.51105,0.6758863
rknee,664.5882,525.57654,0.8060219
rankle,664.62787,617.5882,0.8650014
lhip,693.9929,482.41678,0.6515362
lknee,745.0687,507.8875,0.82495725
lankle,713.63043,596.0702,0.87057614
reye,758.596,398.26672,0.959821
leye,770.4683,398.16675,0.8240734
rear,729.26587,400.19937,0.9421515
lear,0.0,0.0,0.0
lbigtoe,745.05975,617.5614,0.9015388
lsmalltoe,745.04047,607.86414,0.813558
lheel,701.87805,603.83954,0.85538346
rbigtoe,684.2972,637.2322,0.86458343
rsmalltoe,672.4629,639.1704,0.80276245
rheel,660.73895,621.53186,0.79193175
nose,764.5742,400.2614,0.8970254
neck,723.44476,429.56506,0.8901132
rshoulder,693.99927,425.63498,0.76742774
relbow,643.10187,476.59836,0.7061602
rwrist,648.9387,539.27295,0.7668104
lshoulder,748.8739,431.50198,0.8202535
lelbow,756.64923,476.49783,0.7447139
lwrist,764.5378,519.6591,0.79091144
midhip,670.52576,478.4844,0.7637666
rhip,648.9581,478.4691,0.7541328
rknee,658.7961,535.36566,0.6977894
rankle,664.6418,617.649,0.8981026
lhip,695.9682,478.51035,0.74434346
lknee,744.9304,507.86993,0.8803023
lankle,713.59717,596.05725,0.8767806
reye,758.57666,396.28284,0.91852754
leye,770.4251,394.2999,0.7535068
rear,729.3341,398.19418,0.94108427
lear,0.0,0.0,0.0
lbigtoe,745.0499,617.54944,0.90599906
lsmalltoe,745.0343,607.8455,0.8171808
lheel,701.86163,603.8384,0.85813844
rbigtoe,684.2382,637.238,0.88061994
rsmalltoe,670.52466,639.18884,0.81693554
rheel,662.66504,621.58655,0.8103118
nose,760.5699,368.79736,0.9325553
neck,721.43524,400.0889,0.8757515
rshoulder,686.18384,396.269,0.7907625
relbow,635.31226,445.27603,0.79483926
rwrist,645.00806,507.85736,0.8238824
lshoulder,750.8372,400.26483,0.8253001
lelbow,756.67975,458.8979,0.73484254
lwrist,768.50165,498.16574,0.7371947
midhip,666.63544,458.89926,0.8097869
rhip,646.9716,456.96658,0.73288524
rknee,650.8838,525.5855,0.874178
rankle,664.5599,617.6231,0.8838229
lhip,692.0784,460.8261,0.77321756
lknee,729.372,507.89288,0.84725106
lankle,713.64813,596.062,0.87175006
reye,747.0059,362.93555,0.8499862
leye,760.75433,360.9931,0.80921
rear,727.2907,364.93185,0.9175837
lear,0.0,0.0,0.0
lbigtoe,745.0533,617.5432,0.90079296
lsmalltoe,745.0728,607.81854,0.8258542
lheel,703.8435,603.9217,0.8714773
rbigtoe,682.3079,635.265,0.8971045
rsmalltoe,668.56964,637.2377,0.7903053
rheel,662.6631,623.494,0.7875563
nose,758.73987,362.89578,0.8736333
neck,719.5357,392.3242,0.808772
rshoulder,690.10144,386.43414,0.7690432
relbow,635.33527,435.44473,0.7554656
rwrist,643.09937,504.00662,0.79990274
lshoulder,746.9454,396.21066,0.83530384
lelbow,750.873,441.26602,0.78468925
lwrist,764.5286,488.3375,0.7899323
midhip,666.5915,449.15378,0.79524684
rhip,643.08966,447.2491,0.7170219
rknee,650.84,525.4921,0.8771332
rankle,662.688,617.5626,0.8447919
lhip,693.97327,451.10263,0.7290261
lknee,727.3181,507.86926,0.8852813
lankle,713.633,596.08386,0.86926925
reye,746.9645,353.09326,0.9164944
leye,760.6684,351.27078,0.8644447
rear,727.2477,353.2528,0.9163265
lear,0.0,0.0,0.0
lbigtoe,746.90546,617.56134,0.8995886
lsmalltoe,746.91437,607.8559,0.828695
lheel,703.8125,603.96063,0.8744355
rbigtoe,682.2986,635.24493,0.9126633
rsmalltoe,668.5596,637.18616,0.81371206
rheel,660.7066,621.5933,0.775373
nose,758.7318,362.90216,0.87658334
neck,721.42096,392.30484,0.8088522
rshoulder,690.1014,386.42,0.77005047
relbow,635.352,435.44876,0.74983263
rwrist,643.10254,504.00827,0.7991241
lshoulder,746.9589,396.20984,0.8326932
lelbow,750.8815,441.26544,0.78451174
lwrist,764.5322,488.33798,0.78933436
midhip,666.58386,449.13837,0.7984093
rhip,643.07855,447.23395,0.71942663
rknee,650.8411,525.49274,0.8773962
rankle,662.70044,617.5645,0.8473838
lhip,693.9666,451.0891,0.72881234
lknee,727.32434,507.86676,0.8848855
lankle,713.6333,596.0817,0.86914366
reye,746.9607,353.10016,0.9181813
leye,760.65814,353.0581,0.8662684
rear,727.24866,353.24905,0.91693795
lear,0.0,0.0,0.0
lbigtoe,746.90765,617.5644,0.8997623
lsmalltoe,746.9174,607.8593,0.82746226
lheel,703.8116,603.96,0.87604874
rbigtoe,682.2952,635.2531,0.9110591
rsmalltoe,668.5569,637.1922,0.8138978
rheel,660.722,621.5965,0.7794995
nose,758.6292,351.10544,0.9215177
neck,717.54974,382.5562,0.8907167
rshoulder,686.1897,378.6065,0.7873948
relbow,635.23114,427.53348,0.81882787
rwrist,645.05566,494.1495,0.84204704
lshoulder,746.8939,384.5845,0.8729056
lelbow,748.88477,435.4734,0.77878624
lwrist,762.59155,476.59277,0.85223407
midhip,666.5943,445.29538,0.8486516
rhip,645.0434,445.2096,0.7423342
rknee,648.968,521.55396,0.8592756
rankle,662.68494,615.6733,0.8347461
lhip,692.04315,447.19818,0.78486925
lknee,723.4003,507.85965,0.8572096
lankle,713.60895,596.0772,0.87530094
reye,745.0493,339.46896,0.91095567
leye,758.77,339.4125,0.83916914
rear,725.34863,347.24576,0.8601378
lear,0.0,0.0,0.0
lbigtoe,746.965,617.5862,0.9129592
lsmalltoe,746.9502,607.862,0.8297618
lheel,701.8926,603.9802,0.87516373
rbigtoe,682.3151,635.27014,0.88492125
rsmalltoe,668.5672,637.1966,0.8004819
rheel,660.73065,621.5262,0.780794
nose,758.5901,337.4769,0.9257686
neck,715.65466,370.7624,0.86461353
rshoulder,686.1958,366.80405,0.8173342
relbow,637.1743,415.862,0.7891305
rwrist,641.1086,488.29324,0.7796284
lshoulder,745.03265,378.64005,0.8656457
lelbow,746.9777,429.45035,0.86040807
lwrist,762.6095,474.55237,0.8317801
midhip,666.63336,437.3963,0.7825212
rhip,646.9842,433.4795,0.71153194
rknee,648.9697,513.8272,0.84744745
rankle,662.66473,615.6725,0.8361457
lhip,692.08044,443.22745,0.74637836
lknee,721.44257,505.9542,0.82256067
lankle,713.6088,596.0722,0.8730676
reye,745.02203,333.522,0.9201929
leye,758.7049,329.64917,0.8008869
rear,723.44434,335.5145,0.91176796
lear,0.0,0.0,0.0
lbigtoe,746.98376,617.5947,0.90330946
lsmalltoe,746.9755,607.8519,0.8284753
lheel,703.80536,603.9975,0.8712391
rbigtoe,682.25,635.26514,0.8812034
rsmalltoe,666.66583,637.1885,0.808066
rheel,660.7276,621.5379,0.78705406
nose,752.783,325.75293,0.808959
neck,713.64343,364.9074,0.8940852
rshoulder,680.3596,357.05154,0.810191
relbow,635.18134,413.8751,0.88216895
rwrist,637.1753,476.5045,0.8351881
lshoulder,745.0386,368.73123,0.9049844
lelbow,745.07275,419.7676,0.82712686
lwrist,760.69794,462.93472,0.878713
midhip,668.62134,439.37244,0.76652104
rhip,649.0276,439.33765,0.7606831
rknee,650.8876,521.64087,0.8399236
rankle,662.6485,615.6215,0.8222185
lhip,694.06854,441.3114,0.76664174
lknee,717.5155,507.83926,0.85732085
lankle,713.5943,594.13794,0.8789987
reye,743.0712,319.91092,0.93755615
leye,756.649,319.85388,0.8080425
rear,721.4651,321.88892,0.86127627
lear,0.0,0.0,0.0
lbigtoe,747.00336,617.6466,0.89655197
lsmalltoe,746.9957,609.7779,0.823923
lheel,703.80585,603.966,0.87846357
rbigtoe,682.20807,635.2028,0.891938
rsmalltoe,666.63196,635.30035,0.8327675
rheel,660.71277,619.67755,0.7994694
nose,744.9313,311.99652,0.8179979
neck,713.6549,351.2643,0.92401063
rshoulder,682.2965,349.14563,0.8275362
relbow,635.30927,404.07593,0.85177916
rwrist,635.2941,464.82446,0.85929686
lshoulder,745.03125,355.1632,0.86956453
lelbow,745.0063,406.02188,0.853239
lwrist,760.5968,449.161,0.8808506
midhip,676.3753,435.40582,0.7645293
rhip,651.0138,433.5186,0.77692294
rknee,652.9555,519.69934,0.7830177
rankle,662.6201,613.7321,0.8136389
lhip,696.04755,437.3544,0.7819544
lknee,717.55615,507.87512,0.8547114
lankle,713.59235,594.1562,0.88176787
reye,735.208,306.05936,0.83866674
leye,746.96497,304.24258,0.84443545
rear,715.6351,310.02786,0.8472016
lear,758.71106,313.92142,0.14550425
lbigtoe,746.98645,617.6018,0.9056041
lsmalltoe,746.9492,607.88544,0.83714443
lheel,703.8194,603.9575,0.87716526
rbigtoe,680.3434,635.22375,0.9064617
rsmalltoe,666.5573,635.30786,0.8537296
rheel,658.77795,619.65533,0.79602265
nose,743.02106,290.50787,0.8318667
neck,711.7201,339.3943,0.9057952
rshoulder,680.3331,335.58768,0.87174165
relbow,641.09686,400.13678,0.85250247
rwrist,635.2687,458.97327,0.8745053
lshoulder,743.07227,345.31442,0.84795
lelbow,744.90704,398.10312,0.8976227
lwrist,758.67816,445.16205,0.8717072
midhip,680.3242,435.4468,0.7911591
rhip,658.7897,433.50284,0.7345087
rknee,664.5831,509.95035,0.8336402
rankle,662.6483,613.7325,0.8146887
lhip,698.0357,437.3866,0.7719978
lknee,727.2438,505.89093,0.8553536
lankle,713.6259,594.14624,0.8693519
reye,731.27295,288.42307,0.80941546
leye,743.02844,286.48276,0.58175015
rear,713.59247,292.4675,0.8630671
lear,0.0,0.0,0.0
lbigtoe,746.9368,617.52344,0.9173649
lsmalltoe,746.90607,607.8187,0.8659496
lheel,703.837,603.9419,0.85521924
rbigtoe,682.25226,635.25616,0.8950891
rsmalltoe,666.6541,635.33044,0.83895093
rheel,656.82495,619.61304,0.80975085
nose,729.3638,276.7652,0.7537691
neck,707.73737,331.60422,0.8299715
rshoulder,676.3687,327.69147,0.78914165
relbow,647.00745,396.22437,0.8471978
rwrist,635.26764,449.207,0.865347
lshoulder,739.0997,335.41934,0.83495706
lelbow,743.0915,386.49643,0.88980544
lwrist,758.61115,435.39758,0.85787445
midhip,684.30035,431.5693,0.7706938
rhip,666.54266,431.56012,0.76577556
rknee,668.5725,513.7582,0.81672335
rankle,662.72064,611.725,0.8278173
lhip,707.77954,431.5952,0.7579613
lknee,729.4026,507.91962,0.86707944
lankle,713.6546,594.12555,0.8727414
reye,723.4263,272.881,0.7525596
leye,729.375,272.7782,0.5841427
rear,701.8876,280.64597,0.7657492
lear,0.0,0.0,0.0
lbigtoe,745.08105,617.50885,0.91736984
lsmalltoe,745.0779,607.8099,0.8580973
lheel,703.8212,603.89764,0.8576434
rbigtoe,680.3716,635.23883,0.86795527
rsmalltoe,666.5922,635.2663,0.8331553
rheel,658.76935,619.5115,0.8251777
nose,717.5568,272.71625,0.8222177
neck,697.9459,321.84344,0.93876743
rshoulder,666.55206,321.8352,0.8704971
relbow,646.96515,390.3832,0.79888904
rwrist,635.35034,445.2315,0.8880863
lshoulder,729.3526,321.87646,0.8844344
lelbow,743.036,382.46585,0.8911196
lwrist,758.7322,429.56973,0.88447523
midhip,692.0423,433.44177,0.7458558
rhip,666.6504,433.4771,0.73573756
rknee,672.4561,517.71216,0.7810501
rankle,664.5546,611.7717,0.8443153
lhip,711.7414,433.4373,0.7644138
lknee,741.0379,509.86224,0.8757499
lankle,715.55145,592.20264,0.85357875
reye,711.5965,263.0492,0.83485967
leye,719.50977,261.06625,0.62475634
rear,686.23785,274.735,0.8587964
lear,0.0,0.0,0.0
lbigtoe,746.9606,617.5175,0.87443936
lsmalltoe,746.9621,607.81476,0.8231206
lheel,705.77057,602.0262,0.83814204
rbigtoe,682.23236,635.32806,0.8471894
rsmalltoe,666.6109,635.33325,0.8251156
rheel,658.79004,619.5322,0.8278547
nose,703.8005,264.98755,0.80556417
neck,694.01154,319.75555,0.9089637
rshoulder,660.6845,319.74115,0.82791424
relbow,637.2238,382.47894,0.8555895
rwrist,635.3222,433.47995,0.85785604
lshoulder,727.2391,319.82336,0.8916713
lelbow,742.99207,376.67746,0.8396961
lwrist,760.56226,427.61288,0.8754685
midhip,693.9638,433.46234,0.75632155
rhip,666.6338,433.5019,0.7417676
rknee,676.394,519.65845,0.810415
rankle,664.568,611.7758,0.84807616
lhip,713.66943,433.43582,0.7756788
lknee,742.8932,509.85034,0.8860376
