,x,y,confidence
lheel,715.5463,605.94635,0.7800327
rbigtoe,694.05676,645.0488,0.83507717
rsmalltoe,680.2874,646.95734,0.8118186
rheel,662.64935,629.3963,0.80170596
nose,741.0384,272.72513,0.81227523
neck,719.52747,331.57352,0.81970686
rshoulder,688.1382,331.59134,0.7930604
relbow,680.203,406.0442,0.7915821
rwrist,664.7096,470.66196,0.8448813
lshoulder,754.74286,331.58008,0.78732246
lelbow,758.6679,392.35287,0.8273686
lwrist,766.48663,445.23923,0.8238777
midhip,684.25934,431.5214,0.77103245
rhip,662.67755,431.47253,0.72357017
rknee,684.3113,521.6285,0.82301843
rankle,666.6583,619.60675,0.87311924
lhip,711.57495,431.57333,0.76953423
lknee,741.0616,509.87827,0.87185496
lankle,727.38116,599.93146,0.9124371
reye,729.2277,262.99185,0.79859155
leye,737.12463,261.07455,0.43736947
rear,705.77594,274.81018,0.8349193
lear,0.0,0.0,0.0
lbigtoe,760.7032,619.5305,0.912114
lsmalltoe,760.68756,613.7064,0.83720326
lheel,713.7026,605.87616,0.8156927
rbigtoe,695.9336,645.06616,0.81983626
rsmalltoe,680.358,646.9813,0.80771476
rheel,662.63617,631.3116,0.8058343
nose,729.21747,259.0779,0.91338146
neck,711.7051,319.84503,0.92328095
rshoulder,680.3806,319.87283,0.86588037
relbow,670.4994,396.27417,0.82816875
rwrist,664.72833,458.90915,0.86868215
lshoulder,743.0091,319.8504,0.87994885
lelbow,752.78973,382.56378,0.8333479
lwrist,764.5651,431.56195,0.8383183
midhip,696.0574,431.52264,0.79069954
rhip,676.40375,431.5782,0.7122415
rknee,692.05426,521.5742,0.8218811
rankle,668.5721,619.60114,0.8531543
lhip,715.5889,431.46912,0.77651405
lknee,742.95667,511.87494,0.87630016
lankle,727.4082,600.0035,0.9277226
reye,715.6393,257.08624,0.85219914
leye,727.2702,253.25116,0.28409362
rear,695.98334,270.82974,0.84820676
lear,0.0,0.0,0.0
lbigtoe,760.72076,619.54364,0.9095457
lsmalltoe,760.7205,613.7225,0.84847724
lheel,715.55115,605.9119,0.8228698
rbigtoe,694.0482,641.14764,0.81084126
rsmalltoe,680.2621,643.1034,0.77424884
rheel,664.6009,631.32,0.8163316
nose,717.5175,251.26753,0.8187304
neck,705.77106,308.11697,0.8412748
rshoulder,674.4044,310.02914,0.785421
relbow,666.6207,382.4869,0.887331
rwrist,666.61426,443.29996,0.8448001
lshoulder,737.11707,308.07468,0.8307494
lelbow,746.9054,372.7405,0.7904716
lwrist,768.5057,419.79303,0.7564571
midhip,699.94684,431.45584,0.761426
rhip,682.2059,431.52078,0.741003
rknee,694.00635,519.68176,0.8299856
rankle,670.5133,617.6771,0.8264537
lhip,723.44836,429.59137,0.76737213
lknee,742.8861,511.89734,0.853303
